Date,Adj. Close,HL_PCT,PCT_change,Adj. Volume,label
2003-12-31,1.3731714237962,1.652502360714171,0.09367681498789138,43612800.0,1.4367858229332
2004-01-02,1.3673882966019,2.6912181303109817,-1.2529002320167948,36160600.0,1.4657014589046
2004-01-05,1.4245769988564,4.528478057888251,3.501400560219737,98754600.0,1.4804805617344
2004-01-06,1.4194364413504,3.270382312295047,-0.7191011235924215,127337000.0,1.5370266943006
2004-01-07,1.451564925763,4.103967168266309,2.2171945701367846,146718600.0,1.5434523911832
2004-01-08,1.5010427917585,4.768211920529939,2.276707530651839,115075800.0,1.5299584277299
2004-01-09,1.4779102829814,5.879771829751719,-0.9900990099000686,106864800.0,1.5370266943006
2004-01-12,1.5248178702238,3.89610389610731,2.461139896372548,121886800.0,1.616705335644
2004-01-13,1.5498780880657,4.107292539817475,-2.3481781376542186,169754200.0,1.7182313463879
2004-01-14,1.5550186455717,3.2089834714228798,-0.8196721311503518,155010800.0,1.6706811894572
2004-01-15,1.4682717376576,3.9999999999964104,-0.3923278116843441,254552200.0,1.741363855165
2004-01-16,1.4599183317103,1.9018133569238531,-1.2002087319549497,93205000.0,1.7786328970837
2004-01-20,1.4605609013986,2.471910112359398,0.2646669607467965,78986600.0,1.7445767036063
2004-01-21,1.4528500651395,2.407489968788291,-0.39647577092683073,56665000.0,1.7709220608247
2004-01-22,1.4252195685447,2.944093778178015,-1.684397163120148,51251200.0,1.6995968254286
2004-01-23,1.4496372166983,2.201348314612302,1.393258426970789,56792400.0,1.6591149350687
2004-01-26,1.4785528526696,2.808738296921992,2.4487978628671825,67817400.0,1.682890013534
2004-01-27,1.4824082707992,1.9826300552662348,0.17368649588095098,76767600.0,1.6494763897449
2004-01-28,1.4470669379453,4.328424810351086,-1.4010507880850567,68850600.0,1.6616852138217
2004-01-29,1.4573480529573,2.748986029741785,0.22094564737322708,53174800.0,1.6616852138217
2004-01-30,1.4496372166983,2.0071364852827736,-0.7915567282287777,46324600.0,1.6250587415913
2004-02-02,1.4342155441802,3.3061594202932607,-0.6233303650908238,71857800.0,1.6385527050446
2004-02-03,1.4303601260507,1.8181818181810403,-0.17937219730863935,45203200.0,1.7265847523352
2004-02-04,1.4001593507028,1.797235023044494,-0.9545454545448729,76388200.0,1.7375084370355
2004-02-05,1.4406412410627,5.043558000916653,2.749770852424134,88211200.0,1.7934119999135
2004-02-06,1.4592757620221,2.187500000000998,1.158129175948454,48335000.0,1.7940545696018
2004-02-09,1.4565127123626,1.5999999999999404,0.20778072502293465,47065200.0,1.7375084370355
2004-02-10,1.4766251436049,3.030303030303879,1.5915119363395154,63835800.0,1.7420064248533
2004-02-11,1.5293158580416,3.5574837310175287,3.074924209611292,87136000.0,1.7670666426951
2004-02-12,1.5248178702238,1.6525423728774618,0.25348542458699963,45997000.0,1.8197573571319
2004-02-13,1.4779102829814,5.562855891370793,-3.563941299791214,78995000.0,1.7882714424075
2004-02-17,1.4881913979934,1.68831168831451,0.259740259739145,42739200.0,1.7548578186183
2004-02-18,1.494617094876,1.691973969627245,0.34512510785683354,35408800.0,1.7689943517599
2004-02-19,1.443854089504,5.488621151272234,-3.60360360360144,80770200.0,1.8017654058608
2004-02-20,1.4393561016862,1.3507429086009062,-0.44444444444942266,69400800.0,1.7304401704647
2004-02-23,1.4258621382329,2.6043974618438765,-1.1581291759484695,48519800.0,1.7118056495054
2004-02-24,1.4367858229332,3.3636363636359947,0.9936766034283694,64764000.0,1.8827291865806
2004-02-25,1.4657014589046,3.1067086897835092,2.655265526551634,69069000.0,1.8750183503216
2004-02-26,1.4804805617344,1.6666666666663281,0.8756567425599592,49602000.0,1.8216850661966
2004-02-27,1.5370266943006,4.662309368195382,4.1811846689849625,117209400.0,1.781845745525
2004-03-01,1.5434523911832,1.8014243820715214,-0.2905770029012809,80420200.0,1.781845745525
2004-03-02,1.5299584277299,1.3883045856093557,-0.7916666666664635,64171800.0,1.7850585939662
2004-03-03,1.5370266943006,2.499999999998999,1.355932203383917,56282800.0,1.7799180364602
2004-03-04,1.616705335644,5.478879130070175,5.0083472454067035,165055800.0,1.7432915642298
2004-03-05,1.7182313463879,10.401606425704827,7.174348697391758,385149800.0,1.731082740153
2004-03-08,1.6706811894572,3.8372093023240073,-2.948861515492619,130718000.0,1.6995968254286
