Date,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2019/5/3,51.1061,51.3334,50.9476,51.3125,86215009.54
2019/5/6,49.507,50.6067,49.3146,50.5179,133880556.5
2019/5/7,49.8928,50.2607,48.6626,49.1601,159963240.4
2019/5/8,48.9267,49.7613,48.8889,49.167,108693246.5
2019/5/9,48.5608,48.8719,47.6596,48.6406,144054723.6
2019/5/10,48.0255,48.3755,46.895,47.9667,169400538.6
2019/5/13,45.6647,46.0874,44.4783,45.1792,236085478.4
2019/5/14,45.3447,46.1423,45.1024,45.897,150165983.5
2019/5/15,45.3088,46.6477,45.2529,46.4444,109119872.8
2019/5/16,46.1941,46.8232,45.9389,46.236,135785142.3
2019/5/17,45.4723,46.4404,45.4294,45.9767,135159170.7
2019/5/20,44.6448,44.8452,43.8572,44.5381,158727183.6
2019/5/21,45.0556,45.7365,44.932,45.3905,116602054.7
2019/5/22,44.923,45.1772,44.4095,44.4603,122290196
2019/5/23,43.7395,43.922,43.254,43.7047,150166227.3
2019/5/24,43.8373,44.3089,43.4494,43.5352,97486196.53
2019/5/28,43.5222,43.935,43.277,43.3568,114889136.8
2019/5/29,42.9171,43.6299,42.8154,43.1494,117080207.7
2019/5/30,43.287,43.6,42.9769,43.3737,87224528.43
2019/5/31,42.8703,43.297,42.5712,42.5891,111170603
2019/6/3,42.7197,43.28,41.4197,42.1544,166059934.1
2019/6/4,42.6808,43.7475,42.4545,43.6997,127302917.3
2019/6/5,44.8282,45.0008,44.0636,44.4075,122392429.9
2019/6/6,44.5361,45.1184,44.3108,45.0556,92601030.04
2019/6/7,45.3676,46.6876,45.1911,46.2539,126137228.6
2019/6/10,46.6617,47.5261,46.6148,46.8471,107788522.3
2019/6/11,47.3985,47.6826,47.0954,47.3865,110715539.1
2019/6/12,47.1821,47.6746,47.0435,47.2369,75035107.15
2019/6/13,47.3595,47.872,47.0954,47.23,89099924.39
2019/6/14,46.5979,47.0914,46.2918,46.887,77124560.05
2019/6/17,46.9249,47.4243,46.7475,47.1672,60301840.19
2019/6/18,47.6945,48.7194,47.4861,48.2757,109145719.4
2019/6/19,48.5728,48.6226,47.9996,48.1322,86837381.14
2019/6/20,48.7384,48.7982,48.1711,48.525,88439578.32
2019/6/21,48.3635,48.857,48.2009,48.3575,196498386.5
2019/6/24,48.2977,48.6895,48.2059,48.3077,74900402.52
2019/6/25,48.2707,48.4762,47.5061,47.5749,86615808.35
2019/6/26,48.1073,48.8919,48.0096,48.6028,107158181.4
2019/6/27,48.7194,49.0355,48.548,48.5878,85914442.54
2019/6/28,48.3336,48.533,47.9338,48.1451,127889450
2019/7/1,49.4212,49.7463,48.8081,49.0305,112293498.6
2019/7/2,48.9955,49.4113,48.9835,49.3176,69617194.61
2019/7/3,49.4492,49.7343,49.3086,49.7263,46707031.21
2019/7/5,49.4671,49.8898,49.3564,49.6815,70974996.6
2019/7/8,48.847,48.9935,48.2657,48.6546,104161886.9
2019/7/9,48.4622,49.0205,48.3655,48.9547,84591986.03
2019/7/10,49.1052,49.5598,49.0335,49.4372,73571454.27
2019/7/11,49.4572,49.7213,49.0703,49.0803,83004505.6
2019/7/12,49.2488,49.6247,49.187,49.4542,72330294.98
2019/7/15,49.6465,50.0802,49.6247,49.9217,69667359.16
2019/7/16,49.7712,50.139,49.504,49.7483,69336010.55
2019/7/17,49.6366,49.8948,49.4472,49.4671,57992829.63
2019/7/18,49.6247,50.0822,49.5529,50.0294,76387442.52
2019/7/19,50.0613,50.2308,49.2258,49.2836,86036075.42
2019/7/22,49.5409,50.4123,49.5309,50.4093,91579994.13
2019/7/23,50.7093,50.82,50.4271,50.802,75454494.48
2019/7/24,50.5159,50.8798,50.3983,50.7602,61627245.67
2019/7/25,50.815,50.9018,50.2886,50.3604,57179346.88
2019/7/26,50.4721,51.0214,50.3903,50.5339,72427562.77
2019/7/29,50.7093,51.2407,50.7034,51.0094,89094837.93
2019/7/30,50.7821,51.1261,50.4321,50.7881,139502756.3
2019/7/31,52.6474,53.8528,51.3972,51.8239,284801424.6
2019/8/1,52.0333,53.0382,50.2906,50.7014,222056560.3
2019/8/2,49.9985,50.2138,49.0504,49.6286,167975776
2019/8/5,48.1611,48.3256,46.8471,47.0336,215376716.4
2019/8/6,47.7544,48.1811,47.202,47.9218,147268328.9
2019/8/7,47.536,48.545,47.1512,48.4223,137154188.5
2019/8/8,48.6994,49.511,48.509,49.487,111030594.2
2019/8/9,49.1551,49.511,48.6626,49.0803,100823634.5
2019/8/12,48.7403,49.3396,48.6306,48.9547,92068609.98
2019/8/13,49.0873,51.801,49.0404,51.0293,194686574.9
2019/8/14,49.6077,50.4093,49.4691,49.509,149670350.3
2019/8/15,49.6815,50.0922,48.7533,49.2638,114188912.5
2019/8/16,49.8848,50.5847,49.7761,50.4252,117998548.3
2019/8/19,51.4271,51.9465,51.2865,51.3623,100054422.3
2019/8/20,51.491,52.0981,51.3543,51.3643,110241786.5
2019/8/21,52.0093,52.1719,51.6694,51.9247,88312700.49
2019/8/22,52.0582,52.3602,51.459,51.8797,91191942.09
2019/8/23,51.143,51.7811,49.0833,49.4811,191996235.8
2019/8/26,50.2667,50.5927,50.0702,50.4222,106746913.8
2019/8/27,50.7552,50.9276,49.6985,49.8559,106055698.9
2019/8/28,49.841,50.2308,49.6465,50.184,65350248.09
2019/8/29,50.9147,51.1161,50.4651,51.0393,86031262.78
2019/8/30,51.3165,51.3843,50.5947,50.9745,86665648.91
2019/9/3,50.4073,50.5409,49.8709,50.2268,82148661.03
2019/9/4,50.8878,51.1559,50.6246,51.0832,78697388.92
2019/9/5,51.7691,52.2486,51.6484,52.0811,98068515.33
2019/9/6,52.2686,52.3583,51.8927,52.0751,79293137.56
2019/9/9,52.461,52.8498,51.5388,52.2954,111838405.7
2019/9/10,52.2237,52.9336,51.6973,52.9136,130138081.9
2019/9/11,53.2516,54.6274,53.1698,54.5984,181376491.8
2019/9/12,54.8945,55.2904,54.417,54.4738,131975772.2
2019/9/13,53.7212,53.9186,52.9924,53.4151,162840019.5
2019/9/16,53.1698,53.753,53.128,53.6962,86647550.88
2019/9/17,53.7112,53.9255,53.5038,53.8956,75296901.25
2019/9/18,53.9833,54.414,53.5815,54.3941,105014479.6
2019/9/19,54.2117,54.6384,53.8128,53.9594,90864561.55
2019/9/20,54.0581,54.3423,53.105,53.1698,237429801.4
2019/9/23,53.4629,53.6813,53.1498,53.4071,79528016.81
2019/9/24,53.9764,54.3243,53.0352,53.1578,128731101.4
2019/9/25,53.3662,54.088,53.0222,53.9764,92064992.98
2019/9/26,53.7212,53.9544,53.4331,53.6932,78171119.57
2019/9/27,53.8558,53.9594,53.0582,53.4331,103860410.1
2019/9/30,53.9444,54.8397,53.9186,54.6892,107780773.7
2019/10/1,54.9623,55.7301,54.746,54.8427,148194921.6
2019/10/2,54.4668,54.5954,53.2177,53.4649,146475308.4
2019/10/3,53.3373,53.9594,52.5338,53.9255,124301369.8
2019/10/4,55.0979,55.5476,54.6692,55.429,142332143.3
2019/10/7,55.2534,56.1458,55.1478,55.4419,126498805.1
2019/10/8,55.1428,55.6901,54.7779,54.7959,119919523.9
2019/10/9,55.4349,55.6233,55.0979,55.4349,77929960.22
2019/10/10,55.6573,56.2714,55.5017,56.1856,118610213.4
2019/10/11,56.8805,58.03,56.727,57.678,171959759.1
2019/10/14,57.361,58.1476,57.3052,57.5944,99978948.84
2019/10/15,57.7239,58.032,57.3561,57.4617,94356182.35
2019/10/16,56.9842,57.4418,56.9413,57.2325,78983535.07
2019/10/17,57.4089,57.6641,57.0201,57.4518,70736561.54
2019/10/18,57.2853,58.0151,57.2125,57.7279,99830218.56
2019/10/21,58.0011,58.8455,57.9523,58.7259,91600088.24
2019/10/22,58.8884,59.1456,58.5115,58.5963,92896301.94
2019/10/23,59.1196,59.3969,58.9023,59.3819,81628444.08
2019/10/24,59.7049,59.7766,59.0459,59.4815,73371267.51
2019/10/25,59.3769,60.2503,59.3081,60.2123,75226576.39
2019/10/28,60.4197,60.8633,60.2473,60.8135,98872235.39
2019/10/29,60.7936,60.9839,59.2353,59.4097,146240279.7
2019/10/30,59.7677,59.8983,58.9003,59.4019,127486788.5
2019/10/31,60.3758,60.8434,57.9373,60.7437,142475341.8
2019/11/1,60.9331,62.4933,60.8414,62.4665,154723423.4
2019/11/4,62.8354,62.962,62.3598,62.8772,105730568.2
2019/11/5,62.7656,63.0477,62.5881,62.7854,81799961.65
2019/11/6,62.6988,62.8752,62.3538,62.8134,77670727.91
2019/11/7,63.3707,63.7635,63.2171,63.5412,96909782.69
2019/11/8,63.3577,63.7855,62.9061,63.7117,71535764.86
2019/11/11,63.2631,64.285,63.2591,64.2172,83731468.25
2019/11/12,64.0586,64.3646,63.9041,64.1573,89201702.9
2019/11/13,63.9539,64.8502,63.9399,64.7744,105412620.3
2019/11/14,64.5989,64.8761,64.1922,64.3268,91440522.01
2019/11/15,64.581,65.0924,64.4175,65.0864,102456841
2019/11/18,65.0964,65.4992,64.7146,65.4185,88604243.06
2019/11/19,65.6159,65.6398,64.9998,65.2191,77860712.64
2019/11/20,65.0346,65.1662,63.7755,64.4624,108647670.9
2019/11/21,64.583,64.6597,63.9669,64.1693,123913340.9
2019/11/22,64.3148,64.4594,63.8841,64.1134,66680158.26
2019/11/25,64.3448,65.254,64.2968,65.238,85863023.18
2019/11/26,65.3785,65.4325,64.2918,64.7295,107524696
2019/11/27,65.0446,65.6358,64.9798,65.5999,66508646.71
2019/11/29,65.2929,65.6398,65.1224,65.4553,47584490.51
2019/12/2,65.4603,65.6986,64.5242,64.6977,96740196.99
2019/12/3,63.2661,63.5662,62.7676,63.5462,119946691.5
2019/12/4,63.9399,64.4903,63.8453,64.1065,68636411.11
2019/12/5,64.6079,65.1194,64.3488,65.0446,76193818.72
2019/12/6,65.5112,66.3726,65.4683,66.3027,108392783.8
2019/12/9,66.1293,66.3257,64.8831,65.3726,131400976.3
2019/12/10,65.7854,66.1463,65.1124,65.7554,92407481.47
2019/12/11,65.8372,66.3975,65.7604,66.3177,80530139.2
2019/12/12,65.5859,66.7544,65.4723,66.4862,140605626.1
2019/12/13,66.4862,67.4273,66.3556,67.3914,136505354.4
2019/12/16,67.8401,68.7722,67.8361,68.5449,130986387.6
2019/12/17,68.4731,69.0125,68.2837,68.6765,116674305.4
2019/12/18,68.53,69.0434,68.3635,68.516,118507109.8
2019/12/19,68.4572,68.866,68.3216,68.5828,100551243.1
2019/12/20,69.1231,69.2249,68.2239,68.4423,281859051
2019/12/23,68.7064,69.6176,68.6666,69.5588,100759210.6
2019/12/24,69.7273,69.7762,69.2907,69.6226,49484504.34
2019/12/26,69.7592,71.0214,69.7303,71.0034,95272186.86
2019/12/27,71.3015,71.9974,70.5647,70.9755,149408092.8
2019/12/30,70.8938,71.6864,69.8549,71.3983,147230550.1
2019/12/31,71.0084,71.9246,70.9077,71.9176,103085454.5
2020/1/2,72.5537,73.6225,72.2955,73.5616,138461336.4
2020/1/3,72.779,73.6185,72.6185,72.8488,149575255.2
2020/1/6,71.9515,73.4649,71.7023,73.425,121038376.3
2020/1/7,73.435,73.6972,72.8607,73.0831,113823807.2
2020/1/8,72.781,74.5626,72.779,74.2575,135109542.8
2020/1/9,75.2475,76.0261,74.9963,75.8377,174022747.5
2020/1/10,76.069,76.5785,75.4968,76.0042,143791287.5
2020/1/13,76.3262,77.6581,76.2036,77.6312,124619469.1
2020/1/14,77.5664,77.7788,76.4578,76.5814,165987098.6
2020/1/15,76.378,77.2723,75.8187,76.2514,124452720.1
2020/1/16,76.8057,77.3191,76.4378,77.2075,111086571.4
2020/1/17,77.4597,78.0659,77.1497,78.0639,140675344.1
2020/1/21,77.688,78.1337,77.3929,77.5345,113142600.7
2020/1/22,78.026,78.373,77.717,77.8106,103944877
2020/1/23,77.8635,78.2663,77.3072,78.1845,106639144.1
2020/1/24,78.4378,79.1884,77.7658,77.9592,149577302.4
2020/1/27,75.9373,76.3581,74.6702,75.6692,165299314.1
2020/1/28,76.5615,77.9821,76.4618,77.8086,165599334.4
2020/1/29,79.4646,80.2961,78.7089,79.4367,221092872.8
2020/1/30,78.5106,79.3749,78.0679,79.321,129372404.5
2020/1/31,78.6032,79.0329,75.5066,75.8087,203728659.3
2020/2/3,74.5307,76.7818,74.0192,75.5984,177594773.8
2020/2/4,77.2255,78.2862,76.8157,78.0938,139450517.5
2020/2/5,79.2354,79.5414,78.1157,78.7269,121291829
2020/2/6,79.005,79.6541,78.4428,79.6511,107612495
2020/2/7,79.1416,79.3948,78.0679,78.5684,119840872.7
2020/2/10,77.1317,78.9402,77.05,78.9402,111352920.4
2020/2/11,79.4447,79.5185,78.2443,78.4676,96051803.63
2020/2/12,78.9203,80.3339,78.9203,80.3279,115814658.3
2020/2/13,79.5883,80.0867,79.3819,79.7557,96484032.01
2020/2/14,79.7248,80.0279,79.2602,79.7757,81582055.01
2020/2/18,77.4199,78.5006,77.2374,78.3161,155561889.1
2020/2/19,78.5604,79.6829,78.5604,79.4487,95706433.38
2020/2/20,79.2054,79.7029,78.1207,78.6362,102409056.6
2020/2/21,78.2224,78.668,76.2265,76.8536,132082808.7
2020/2/24,72.9794,74.6742,71.0054,73.2037,226267540.7
2020/2/25,73.8836,74.2715,70.2458,70.7223,234901062.7
2020/2/26,70.3444,73.1329,70.3374,71.8458,202355599.9
2020/2/27,69.0125,70.2148,67.0106,67.1492,326481344.7
2020/2/28,63.1603,68.3515,62.939,67.1093,434708545
2020/3/2,69.2976,74.0032,68.181,73.3552,347654230.1
2020/3/3,74.5496,74.6304,70.165,71.0284,325330515.1
2020/3/4,72.777,74.4868,71.9615,74.3233,223195207.9
2020/3/5,72.5507,73.5397,71.5408,71.9096,191010572.4
2020/3/6,69.2289,71.3963,69.0434,70.9556,230322184.6
2020/3/9,64.7515,68.2717,64.5671,65.3427,292000076.3
2020/3/10,68.0354,70.3235,66.1313,70.0513,290518663.4
2020/3/11,68.0983,69.0414,66.7424,67.6197,261078616
2020/3/12,62.8334,66.2858,60.8833,60.9411,426143545.3
2020/3/13,65.0286,68.7194,62.1016,68.2419,377526630.3
2020/3/16,59.3999,63.604,58.9203,59.4637,328332595.2
2020/3/17,60.7637,63.2441,58.5285,62.0796,329994914.2
2020/3/18,58.8625,61.3758,58.2114,60.5572,305736080.6
2020/3/19,60.7338,62.0756,59.5613,60.0927,276839408.6
2020/3/20,60.6829,61.8254,55.9723,56.2783,409055319.1
2020/3/23,55.9912,56.0959,52.1968,55.084,342924585.6
2020/3/24,58.027,60.8085,57.5206,60.6082,292800749.1
2020/3/25,61.5592,63.3996,59.9741,60.2771,309166230.5
2020/3/26,60.5204,63.5063,60.4805,63.4465,257189423.2
2020/3/27,62.0528,62.8154,60.65,60.8215,207959340.6
2020/3/30,61.5563,62.7296,61.2292,62.5562,171054986.7
2020/3/31,62.7486,64.4424,61.8683,62.4265,200612509.3
2020/4/1,60.5164,61.0597,58.7039,59.1456,179448151.8
2020/4/2,59.003,60.1845,58.1576,60.1306,168975082.8
2020/4/3,59.6062,60.321,58.6681,59.2682,132260413.8
2020/4/6,61.5941,64.5929,61.2242,64.4374,205519093.9
2020/4/7,66.4812,66.7035,63.586,63.6897,206605691.2
2020/4/8,64.5023,65.6398,64.1294,65.3187,171990670.1
2020/4/9,65.9648,66.3027,64.9858,65.7934,165087641.4
2020/4/13,65.873,67.195,65.2599,67.0834,133424210.8
2020/4/14,68.7394,70.7641,68.2618,70.472,198568402.3
2020/4/15,69.3275,70.2956,68.8948,69.828,133558265.5
2020/4/16,70.5498,70.7512,69.3156,70.3843,160004830.9
2020/4/17,69.8909,70.4441,67.9667,69.4272,219194852.1
2020/4/20,68.2369,69.1511,67.9647,67.9846,132397817.6
2020/4/21,67.8261,68.0634,65.1622,65.887,184308646.3
2020/4/22,67.1721,68.2239,66.8251,67.7813,119202705.1
2020/4/23,67.7275,69.1681,67.4822,67.5211,127101830.9
2020/4/24,68.0514,69.48,68.0016,69.4701,128827287.9
2020/4/27,69.1799,69.8549,68.7264,69.52,119233467.6
2020/4/28,69.9865,70.173,68.2997,68.3923,114057488.8
2020/4/29,69.9007,71.1151,69.6944,70.6365,139796796.5
2020/4/30,71.1879,72.3055,70.7881,72.128,186418930.5
2020/5/1,70.2756,73.4021,70.177,70.9656,245026539.6
2020/5/4,70.9914,72.1001,70.2916,71.9695,136015878.9
2020/5/5,72.437,73.8946,72.2905,73.0542,150459052.7
2020/5/6,73.765,74.4469,73.3702,73.8069,144942340.7
2020/5/7,74.4419,74.9205,74.1329,74.5666,117326629.1
2020/5/8,75.2375,76.398,74.9055,76.3422,136136151.7
2020/5/11,75.8457,78.0459,75.6323,77.5445,148219805.3
2020/5/12,78.2393,78.695,76.5345,76.6571,164829391
2020/5/13,76.8416,77.7758,74.6374,75.734,203747871.8
2020/5/14,74.9604,76.2594,74.2276,76.1966,161404887.3
2020/5/15,73.9335,75.7968,73.9006,75.7489,168939767.4
2020/5/18,77.0918,77.9104,76.392,77.5325,137481345.3
2020/5/19,77.5495,78.4108,77.052,77.0848,103314290.4
2020/5/20,77.9552,78.6531,77.8376,78.5833,113241895.6
2020/5/21,78.4448,78.9931,77.7558,77.9971,104288541
2020/5/22,77.7319,78.5833,77.6282,78.5006,83077351.12
2020/5/26,79.6361,79.8175,77.9104,77.9672,127477207.4
2020/5/27,77.8216,78.4577,77.0719,78.3091,114704565.5
2020/5/28,77.9771,79.6211,77.697,78.344,135880705.9
2020/5/29,78.5883,79.0559,77.9034,78.2663,155990895.7
2020/6/1,78.2194,79.35,78.0859,79.2284,82280726.63
2020/6/2,78.9571,79.6211,78.5106,79.5963,89008125.24
2020/6/3,79.9202,80.2981,79.338,80.0318,106118990.3
2020/6/4,79.8534,80.1555,78.9651,79.343,88924384.59
2020/6/5,79.5983,81.6649,79.5683,81.6041,139388299.2
2020/6/8,81.297,82.1205,80.5732,82.0866,97144649.91
2020/6/9,81.7616,85.0785,81.7287,84.6777,150013438.6
2020/6/10,85.6397,87.3306,85.1952,86.8561,169247869.4
2020/6/11,85.9878,86.4204,82.5831,82.6878,204803969.3
2020/6/12,84.8581,85.6149,82.274,83.4007,203263944.2
2020/6/15,82.0338,85.0954,81.8683,84.4324,140971299.1
2020/6/16,86.5171,86.9448,84.8581,86.6696,168005792.3
2020/6/17,87.4254,87.4872,86.4263,86.549,116188739.8
2020/6/18,86.5051,87.0066,85.9658,86.5839,98328662.42
2020/6/19,87.2987,87.7743,84.9639,86.0884,268595833.4
2020/6/22,86.4882,88.4851,86.4413,88.3416,137555243
2020/6/23,89.6027,91.6684,89.178,90.2278,215460455
2020/6/24,89.849,90.7831,88.2548,88.6327,195624099.9
2020/6/25,88.7912,89.849,88.0205,89.809,139664850.2
2020/6/26,89.7044,89.9277,86.8999,87.0525,208454353.9
2020/6/29,86.9568,89.1531,86.4733,89.0584,132681293.7
2020/6/30,88.6387,90.0922,88.6187,89.7991,142407696
2020/7/1,89.8788,90.4312,89.5828,89.6296,112462313
2020/7/2,90.5528,91.1958,89.5179,89.6296,115818017.5
2020/7/6,91.0792,92.5019,91.0483,92.0283,120504080.5
2020/7/7,92.4121,93.2027,91.6305,91.7442,114175814.6
2020/7/8,92.7342,93.9105,92.6444,93.8787,118915948.1
2020/7/9,94.7879,94.8407,93.2197,94.2156,127599879.4
2020/7/10,93.8707,94.5077,93.2526,94.4479,91663356.63
2020/7/13,95.7718,98.4278,93.7939,94.0122,194634667.1
2020/7/14,93.3852,95.7619,92.4381,95.5685,173653052.3
2020/7/15,97.4717,97.7269,95.0122,96.2275,155584463.8
2020/7/16,95.08,95.9115,94.432,95.0421,112300262.2
2020/7/17,95.4987,95.6582,94.3692,94.8507,93622996.78
2020/7/20,94.9364,96.9902,94.5895,96.8485,91724887.75
2020/7/21,97.6541,97.7289,95.2585,95.5117,105260439.5
2020/7/22,95.2086,96.4718,95.1189,95.7798,90388127.74
2020/7/23,95.5117,95.5884,90.5986,91.4201,200073384.9
2020/7/24,89.5897,91.5437,87.7793,91.1938,188327648.8
2020/7/27,92.2745,93.45,92.0452,93.3562,123102478.1
2020/7/28,92.9216,93.0991,91.8169,91.8219,105239788.7
2020/7/29,92.3135,93.767,92.2775,93.5846,91736415.8
2020/7/30,92.7422,94.8218,92.3293,94.7161,160593383.6
2020/7/31,101.311,104.79,99.2672,104.64,380126276.6
2020/8/3,106.525,109.925,106.226,107.263,312951800.2
2020/8/4,107.462,109.097,106.715,107.981,175484140.5
2020/8/5,107.701,108.709,107.223,108.369,123892354
2020/8/6,108.719,112.656,108.111,112.158,205582353.3
2020/8/7,111.68,112.138,108.799,109.596,200768792.6
2020/8/10,111.081,112.238,108.509,111.211,215324030.1
2020/8/11,110.453,110.962,107.631,107.901,190486085.5
2020/8/12,109.007,111.75,108.809,111.49,168226607.8
2020/8/13,112.876,114.461,112.388,113.444,212970750
2020/8/14,113.274,113.434,111.52,113.344,167841774.5
2020/8/17,114.481,114.511,112.408,113.055,121205447.3
2020/8/18,112.796,114.421,112.457,113.982,107086030
2020/8/19,114.401,115.577,114.032,114.132,147539193.6
2020/8/20,114.172,116.784,114.152,116.674,128652197.4
2020/8/21,117.641,123.165,117.631,122.675,342702983.7
2020/8/24,126.952,127.032,122.267,124.151,350694505.4
2020/8/25,123.005,123.473,121.38,123.125,214403911.1
2020/8/26,124.471,125.278,123.373,124.809,165263868.3
2020/8/27,125.427,125.746,122.157,123.303,157691271.5
2020/8/28,124.301,124.729,122.885,123.115,190209877.5
2020/8/31,125.846,129.206,124.291,127.292,228806161.5
2020/9/1,130.961,132.964,128.777,132.356,154566647.7
2020/9/2,135.736,136.105,125.288,129.605,202870681.3
2020/9/3,125.198,127.092,118.868,119.236,261141704.9
2020/9/4,118.449,122.028,109.377,119.316,337180601.5
2020/9/8,112.408,117.382,111.161,111.3,234547916.8
2020/9/9,115.677,117.521,113.693,115.737,179373434.6
2020/9/10,118.738,118.868,110.982,111.958,184780712.8
2020/9/11,113.016,113.663,108.509,110.483,183347202.6
2020/9/14,113.165,114.351,111.28,113.793,142077189
2020/9/15,116.724,117.213,112.068,113.962,187180917.7
2020/9/16,113.663,114.421,110.523,110.613,157158334.8
2020/9/17,108.229,110.682,107.233,108.848,180458666.7
